0.000000000000000000e+00,2.674410438537597656e+01,1.105119991302490234e+01
1.000000000000000000e+00,1.621177101135253906e+01,2.235877752304077148e+00
2.000000000000000000e+00,7.959851264953613281e+00,1.675051808357238770e+00
3.000000000000000000e+00,5.610294342041015625e+00,1.376734972000122070e+00
4.000000000000000000e+00,3.358737468719482422e+00,7.558299541473388672e+00
5.000000000000000000e+00,3.653577566146850586e+00,1.025940656661987305e+00
6.000000000000000000e+00,2.605723619461059570e+00,1.053032279014587402e+00
7.000000000000000000e+00,1.355108380317687988e+00,3.684260177612304688e+01
8.000000000000000000e+00,2.321591615676879883e+00,1.405212163925170898e+00
9.000000000000000000e+00,2.137029886245727539e+00,1.725189805030822754e+00
1.000000000000000000e+01,1.764723062515258789e+00,7.135541439056396484e-01
1.100000000000000000e+01,2.238710165023803711e+00,9.127509593963623047e-01
1.200000000000000000e+01,1.572297692298889160e+00,1.023716092109680176e+00
1.300000000000000000e+01,1.612571716308593750e+00,8.323974013328552246e-01
1.400000000000000000e+01,2.054416894912719727e+00,7.687094211578369141e-01
1.500000000000000000e+01,1.579072833061218262e+00,7.368947863578796387e-01
1.600000000000000000e+01,1.808894634246826172e+00,1.191003084182739258e+00
1.700000000000000000e+01,1.919830322265625000e+00,9.113444685935974121e-01
1.800000000000000000e+01,7.933970689773559570e-01,1.631411194801330566e+00
1.900000000000000000e+01,1.901080608367919922e+00,6.834523677825927734e-01
2.000000000000000000e+01,1.836576104164123535e+00,2.506715536117553711e+00
2.100000000000000000e+01,1.580170512199401855e+00,6.746532917022705078e-01
2.200000000000000000e+01,1.495907902717590332e+00,8.169761300086975098e-01
2.300000000000000000e+01,1.710577607154846191e+00,8.211398720741271973e-01
2.400000000000000000e+01,1.703798651695251465e+00,2.057550191879272461e+00
2.500000000000000000e+01,9.091990590095520020e-01,1.288947939872741699e+00
2.600000000000000000e+01,1.409520149230957031e+00,7.427591085433959961e-01
2.700000000000000000e+01,1.361274003982543945e+00,8.161725997924804688e-01
2.800000000000000000e+01,1.524243950843811035e+00,6.659696698188781738e-01
2.900000000000000000e+01,1.577674269676208496e+00,1.493027687072753906e+00
3.000000000000000000e+01,1.641270160675048828e+00,8.302503228187561035e-01
3.100000000000000000e+01,1.427787184715270996e+00,1.074317932128906250e+00
3.200000000000000000e+01,1.367211580276489258e+00,6.959571242332458496e-01
3.300000000000000000e+01,1.318775653839111328e+00,7.104199528694152832e-01
3.400000000000000000e+01,1.280723810195922852e+00,7.223701477050781250e-01
3.500000000000000000e+01,1.238663196563720703e+00,7.314251065254211426e-01
3.600000000000000000e+01,1.363557577133178711e+00,8.763470649719238281e-01
3.700000000000000000e+01,8.108835816383361816e-01,6.507359743118286133e-01
3.800000000000000000e+01,1.223724603652954102e+00,6.733856797218322754e-01
3.900000000000000000e+01,1.216137051582336426e+00,6.779239177703857422e-01
4.000000000000000000e+01,1.376615285873413086e+00,6.634352207183837891e-01
4.100000000000000000e+01,1.053805351257324219e+00,6.507313251495361328e-01
4.200000000000000000e+01,1.354446172714233398e+00,2.310242652893066406e+00
4.300000000000000000e+01,1.155667662620544434e+00,6.556001305580139160e-01
4.400000000000000000e+01,1.148172140121459961e+00,6.572027206420898438e-01
4.500000000000000000e+01,1.157436013221740723e+00,7.039155364036560059e-01
4.600000000000000000e+01,1.054994463920593262e+00,6.708083152770996094e-01
4.700000000000000000e+01,1.127692580223083496e+00,6.630180478096008301e-01
4.800000000000000000e+01,1.113674998283386230e+00,7.391297817230224609e-01
4.900000000000000000e+01,1.136131405830383301e+00,7.393548488616943359e-01
